customer_id,customer_name,product_category,purchase_amount,delivery_status,payment_status,customer_age,customer_gender,product_rating,shipping_region,loyalty_status,country
1041.0,Daniel Williams,books,149.0,delivered,completed,21.0,Male,1.0,,Platinum,Japan
1042.0,John Smith,books,233.0,delivered,completed,64.0,Male,,East,,France
1043.0,Jessica Jones,clothing,108.0,pending,completed,37.0,Female,1.0,South,Platinum,
1044.0,Daniel Jones,appliances,271.0,pending,cancelled,58.0,Male,,East,Silver,Japan
1045.0,Daniel Smith,appliances,91.0,shipped,completed,,Female,3.0,West,Silver,Russia
1046.0,Vivaan Kumar,,184.0,shipped,completed,24.0,Male,3.0,West,Silver,India
1047.0,Jennifer Jones,,68.0,delivered,,47.0,Female,2.0,East,Silver,Mexico
1048.0,Jennifer Smith,books,71.0,delivered,completed,69.0,,,West,Silver,Italy
1049.0,Daniel Williams,,297.0,delivered,completed,58.0,Female,4.0,North,Gold,UK
1050.0,Sarah Williams,clothing,133.0,delivered,completed,41.0,Female,2.0,North,,UK
1051.0,Jessica Brown,books,258.0,delivered,completed,27.0,Male,4.0,South,Gold,Australia
1052.0,Daniel Miller,,152.0,delivered,completed,69.0,Female,,East,Platinum,Spain
1053.0,,books,293.0,delivered,completed,62.0,Female,1.0,South,Platinum,South Africa
1054.0,Aditi Sharma,appliances,,delivered,completed,55.0,,1.0,North,Silver,
,John Miller,,262.0,shipped,completed,53.0,Male,4.0,South,Platinum,
1056.0,David Davis,appliances,,delivered,completed,34.0,Male,1.0,West,,Russia
1057.0,John Smith,appliances,,delivered,cancelled,,Female,1.0,East,Gold,Italy
1058.0,Jennifer Miller,electronics,189.0,delivered,,63.0,Female,3.0,East,Platinum,Russia
,Jennifer Garcia,books,142.0,shipped,,20.0,Male,4.0,East,Silver,South Africa
1060.0,Jennifer Davis,electronics,195.0,,completed,,Male,2.0,North,Silver,Russia
1061.0,Emily Jones,books,101.0,,completed,35.0,Male,1.0,West,Platinum,China
1062.0,David Miller,books,106.0,delivered,,19.0,Female,3.0,North,Platinum,South Africa
1063.0,Jessica Garcia,,244.0,cancelled,,57.0,Female,3.0,,Platinum,South Korea
1064.0,John Smith,electronics,35.0,delivered,,65.0,,1.0,West,Silver,Germany
1065.0,John Jones,books,182.0,shipped,,,Female,2.0,East,Silver,Spain
1066.0,John Johnson,,117.0,pending,completed,49.0,Female,2.0,North,Silver,South Africa
1067.0,Daniel Davis,appliances,175.0,delivered,completed,36.0,Male,4.0,South,Gold,Japan
1068.0,Sarah Miller,electronics,21.0,delivered,pending,37.0,Female,4.0,South,Silver,
1069.0,Michael Smith,appliances,,delivered,completed,59.0,Female,4.0,East,Silver,UK
1070.0,Jennifer Williams,clothing,111.0,delivered,completed,66.0,Male,3.0,North,Silver,South Africa
1071.0,Daniel Smith,,200.0,pending,completed,66.0,Male,2.0,West,Platinum,USA
1072.0,,clothing,250.0,,cancelled,24.0,Male,4.0,East,,India
1073.0,John Miller,electronics,167.0,pending,completed,26.0,Male,3.0,South,Gold,China
1074.0,John Garcia,clothing,299.0,delivered,completed,24.0,Male,2.0,South,,Germany
1075.0,David Brown,electronics,208.0,delivered,cancelled,44.0,Female,1.0,West,Platinum,Germany
1076.0,Jessica Jones,clothing,147.0,,completed,38.0,Female,4.0,North,Gold,UK
,David Brown,appliances,26.0,delivered,completed,52.0,Female,4.0,South,Gold,South Africa
1078.0,Daniel Smith,appliances,66.0,delivered,completed,41.0,Male,2.0,North,Silver,France
1079.0,Michael Brown,books,72.0,delivered,completed,49.0,Male,1.0,North,Silver,USA
,Sarah Garcia,appliances,,delivered,completed,29.0,Female,,South,Silver,China
,Jessica Jones,,57.0,cancelled,cancelled,40.0,Female,3.0,South,Silver,China
1082.0,Daniel Williams,appliances,245.0,delivered,completed,53.0,,4.0,East,,USA
1083.0,Emily Smith,electronics,72.0,shipped,completed,66.0,Male,1.0,North,Gold,UK
1084.0,Vivaan Sharma,appliances,243.0,delivered,completed,46.0,Female,3.0,East,Silver,India
1085.0,Jessica Garcia,,173.0,delivered,completed,20.0,Female,4.0,,Gold,Japan
1086.0,Jessica Jones,books,67.0,pending,completed,60.0,Female,,South,Platinum,Japan
1087.0,,clothing,166.0,pending,completed,25.0,Male,4.0,North,Gold,UK
1088.0,Jennifer Davis,electronics,83.0,delivered,completed,51.0,Female,4.0,East,Silver,Mexico
1089.0,,appliances,201.0,delivered,pending,31.0,Female,,North,Silver,Japan
1090.0,Jessica Jones,clothing,144.0,delivered,completed,53.0,Male,,South,Silver,Mexico
1091.0,Jessica Williams,appliances,198.0,delivered,completed,,Female,1.0,East,Platinum,Mexico
1092.0,,appliances,58.0,cancelled,completed,63.0,Male,2.0,North,Platinum,Canada
1093.0,John Brown,clothing,279.0,delivered,pending,49.0,Female,2.0,North,Gold,Spain
1094.0,Aarav Patel,clothing,22.0,delivered,cancelled,24.0,Male,4.0,North,Gold,India
,Jessica Miller,clothing,,cancelled,completed,27.0,Male,1.0,North,Silver,Mexico
1096.0,David Garcia,clothing,48.0,delivered,,29.0,Male,3.0,West,Silver,Brazil
1097.0,Jessica Garcia,,30.0,,completed,57.0,Male,1.0,North,Silver,Canada
1098.0,Aarav Patel,appliances,,delivered,completed,40.0,Male,3.0,South,Gold,India
1099.0,John Davis,clothing,222.0,delivered,pending,28.0,Female,4.0,South,Silver,Canada
1100.0,Jennifer Jones,electronics,40.0,delivered,completed,69.0,Male,4.0,East,Gold,South Korea
1101.0,Michael Jones,books,58.0,,completed,30.0,Female,4.0,North,Gold,Mexico
1102.0,Vivaan Patel,clothing,242.0,delivered,completed,29.0,Male,1.0,West,Silver,India
1103.0,David Davis,clothing,121.0,pending,completed,24.0,Female,1.0,West,Silver,Brazil
1104.0,Jessica Smith,appliances,65.0,pending,completed,61.0,Female,3.0,South,Gold,Russia
1105.0,Jennifer Williams,,85.0,delivered,completed,27.0,Female,3.0,West,Gold,
1106.0,John Brown,clothing,110.0,delivered,completed,,Male,2.0,,Gold,France
1107.0,John Johnson,clothing,183.0,delivered,completed,68.0,Female,4.0,North,Gold,South Korea
1108.0,Sarah Williams,appliances,130.0,delivered,completed,44.0,,3.0,East,Platinum,China
1109.0,Daniel Johnson,clothing,142.0,shipped,completed,24.0,Male,1.0,North,Silver,South Africa
1110.0,Emily Miller,,212.0,delivered,completed,67.0,Female,3.0,West,Gold,Spain
1111.0,John Johnson,appliances,118.0,delivered,completed,41.0,Female,2.0,East,,UK
1112.0,David Jones,books,178.0,delivered,,40.0,,1.0,East,Platinum,Russia
1113.0,Sarah Williams,appliances,122.0,delivered,cancelled,42.0,Male,1.0,South,Gold,South Africa
1114.0,John Williams,clothing,62.0,,completed,61.0,Male,1.0,East,Platinum,Mexico
1115.0,Emily Smith,books,103.0,shipped,completed,53.0,Male,3.0,South,Platinum,South Africa
1116.0,Daniel Williams,appliances,,cancelled,,50.0,Female,4.0,West,Platinum,Canada
,Emily Johnson,electronics,70.0,shipped,completed,54.0,Female,4.0,South,Silver,France
,,,229.0,cancelled,completed,59.0,Male,4.0,North,Gold,UK
1119.0,Sarah Brown,appliances,145.0,cancelled,completed,56.0,Female,4.0,West,Silver,Italy
1120.0,John Miller,electronics,88.0,delivered,completed,69.0,Female,4.0,,Platinum,Japan
1121.0,Emily Jones,appliances,284.0,delivered,cancelled,24.0,Male,1.0,West,Platinum,Mexico
1122.0,John Davis,electronics,277.0,,cancelled,47.0,Female,1.0,East,Platinum,Germany
1123.0,Jessica Williams,clothing,207.0,delivered,completed,48.0,Female,3.0,West,Silver,
1124.0,Sarah Miller,books,249.0,delivered,completed,62.0,Male,1.0,North,Gold,Mexico
1125.0,Michael Brown,electronics,208.0,delivered,completed,63.0,Female,3.0,West,Platinum,USA
1126.0,Vivaan Kumar,appliances,29.0,delivered,completed,54.0,Male,3.0,,Silver,India
1127.0,Aarav Singh,clothing,133.0,,completed,38.0,,2.0,,Silver,India
1128.0,Jessica Williams,electronics,95.0,delivered,completed,51.0,Female,1.0,North,Silver,Mexico
1129.0,Michael Johnson,appliances,183.0,delivered,completed,63.0,Male,3.0,,Silver,USA
1130.0,David Jones,appliances,104.0,shipped,completed,38.0,Female,,West,Gold,France
1131.0,Jennifer Miller,appliances,68.0,delivered,completed,57.0,Male,4.0,North,Platinum,UK
1132.0,Sarah Smith,electronics,,shipped,cancelled,37.0,Male,2.0,North,Platinum,Canada
1133.0,Vivaan Kumar,electronics,237.0,delivered,completed,51.0,Male,3.0,North,Gold,India
1134.0,David Miller,electronics,,delivered,completed,25.0,Female,1.0,South,Platinum,Russia
,,books,249.0,,,,Female,,East,Silver,China
1136.0,Emily Smith,electronics,274.0,,completed,69.0,Male,4.0,South,Platinum,South Africa
,Emily Davis,electronics,255.0,delivered,cancelled,,Male,2.0,East,Silver,France
1138.0,John Williams,electronics,45.0,pending,completed,46.0,Male,4.0,South,Gold,Mexico
1139.0,Sarah Garcia,books,91.0,,completed,22.0,Female,3.0,,Platinum,South Korea
1140.0,Michael Garcia,electronics,280.0,cancelled,completed,47.0,Male,2.0,South,Platinum,UK
1141.0,John Jones,appliances,273.0,delivered,cancelled,29.0,Female,4.0,West,Gold,Australia
1142.0,David Johnson,electronics,290.0,delivered,completed,56.0,Male,,East,Silver,Canada
1143.0,Michael Brown,appliances,142.0,delivered,pending,44.0,,3.0,North,Platinum,USA
1144.0,John Jones,appliances,163.0,delivered,completed,30.0,Female,4.0,East,Silver,Australia
1145.0,,appliances,276.0,delivered,completed,64.0,Female,1.0,North,Platinum,France
1146.0,Sarah Garcia,books,163.0,delivered,completed,27.0,Female,3.0,North,Gold,Japan
1147.0,Jessica Smith,,278.0,delivered,completed,53.0,Female,,West,Platinum,Germany
1148.0,David Garcia,books,,delivered,completed,48.0,,2.0,South,Silver,France
1149.0,Sarah Williams,electronics,32.0,delivered,completed,33.0,Male,1.0,West,Platinum,China
1150.0,Emily Brown,appliances,227.0,,,56.0,Male,4.0,East,Gold,USA
1151.0,Aditi Sharma,books,254.0,delivered,,,Male,2.0,South,Silver,India
,Vidya Kumar,books,168.0,pending,completed,53.0,Female,3.0,East,Gold,India
1153.0,John Miller,,174.0,,completed,43.0,,3.0,South,Silver,France
1154.0,Jennifer Miller,books,185.0,,,61.0,Female,1.0,West,Silver,Russia
1155.0,Aarav Singh,electronics,109.0,delivered,completed,37.0,Male,1.0,North,Platinum,India
1156.0,Daniel Davis,clothing,205.0,delivered,completed,51.0,,3.0,East,Gold,Spain
1157.0,Sarah Smith,books,193.0,shipped,,54.0,Male,,East,Gold,
1158.0,Emily Johnson,,236.0,,pending,25.0,Male,3.0,West,Platinum,Russia
1159.0,Jennifer Brown,,283.0,delivered,,21.0,Male,4.0,West,Silver,South Korea
1160.0,Michael Jones,appliances,116.0,delivered,pending,46.0,Female,4.0,South,Platinum,Spain
1161.0,Jennifer Johnson,books,136.0,cancelled,completed,,Male,2.0,East,Gold,Australia
1162.0,,electronics,218.0,delivered,completed,19.0,,4.0,West,,Canada
,Daniel Davis,appliances,40.0,shipped,completed,42.0,Female,,South,,Brazil
1164.0,Michael Garcia,appliances,219.0,delivered,completed,55.0,Male,1.0,South,Silver,South Africa
1165.0,Jessica Williams,clothing,267.0,delivered,completed,20.0,,4.0,East,,France
1166.0,David Williams,electronics,295.0,pending,,63.0,Male,2.0,South,Platinum,
1167.0,Jennifer Miller,,283.0,delivered,,59.0,Female,3.0,,Gold,Japan
1168.0,,books,77.0,delivered,completed,60.0,Female,2.0,West,Platinum,India
1169.0,Emily Smith,books,50.0,delivered,cancelled,22.0,Female,1.0,West,Platinum,UK
1170.0,Daniel Brown,clothing,268.0,delivered,completed,,,2.0,East,Platinum,France
1171.0,John Garcia,appliances,112.0,pending,cancelled,,Male,3.0,West,Gold,South Africa
1172.0,Daniel Smith,electronics,284.0,delivered,completed,,Female,3.0,North,Gold,Canada
1173.0,Jessica Smith,books,290.0,delivered,completed,65.0,Female,2.0,South,Silver,South Africa
1174.0,Jennifer Jones,appliances,113.0,shipped,completed,26.0,Male,3.0,North,Silver,
1175.0,Sarah Williams,appliances,173.0,,completed,66.0,,,South,Silver,Mexico
1176.0,Jessica Williams,clothing,99.0,delivered,completed,29.0,Female,2.0,East,Silver,Spain
1177.0,Jessica Williams,books,103.0,pending,completed,,Male,4.0,West,Platinum,UK
1178.0,David Garcia,books,56.0,cancelled,completed,59.0,Male,2.0,South,Silver,
1179.0,Sarah Brown,electronics,251.0,delivered,pending,21.0,Female,4.0,South,Gold,Germany
1180.0,Vidya Kumar,books,112.0,,completed,66.0,,4.0,West,Silver,India
1181.0,Sarah Johnson,electronics,121.0,shipped,completed,35.0,Male,2.0,East,Gold,USA
1182.0,Vivaan Singh,books,185.0,shipped,pending,35.0,Male,3.0,North,Platinum,India
1183.0,Michael Davis,clothing,178.0,,,59.0,Female,4.0,East,Platinum,Australia
1184.0,Sarah Smith,books,33.0,delivered,,60.0,Female,4.0,,Gold,USA
1185.0,Jessica Jones,electronics,244.0,delivered,,50.0,Female,2.0,North,Platinum,South Africa
1186.0,Michael Johnson,electronics,92.0,delivered,completed,59.0,Male,4.0,,Gold,Italy
1187.0,Daniel Davis,clothing,,shipped,completed,20.0,Male,2.0,North,Gold,South Africa
1188.0,Michael Smith,books,110.0,shipped,completed,55.0,Male,4.0,South,Gold,Australia
1189.0,John Williams,books,235.0,delivered,completed,,Female,4.0,West,Platinum,Japan
1190.0,Sarah Brown,clothing,109.0,delivered,completed,,Female,2.0,West,,Germany
1191.0,,,48.0,delivered,completed,,Female,,,Platinum,
1192.0,John Garcia,books,,cancelled,,34.0,Female,1.0,West,,
1193.0,Jennifer Smith,electronics,234.0,delivered,cancelled,52.0,Female,3.0,North,Platinum,
1194.0,Michael Garcia,books,240.0,,completed,,Male,1.0,West,Platinum,Japan
1195.0,,books,61.0,delivered,cancelled,67.0,Male,,East,Platinum,Spain
1196.0,Jessica Garcia,clothing,154.0,delivered,completed,23.0,Male,4.0,North,Silver,Italy
1197.0,David Brown,clothing,61.0,delivered,cancelled,52.0,Male,3.0,West,,Russia
1198.0,,appliances,,shipped,completed,23.0,Male,2.0,South,Gold,Brazil
1199.0,David Garcia,electronics,77.0,pending,pending,49.0,,1.0,East,Silver,China
1200.0,Jennifer Brown,books,44.0,delivered,completed,28.0,Female,,East,Platinum,South Korea
1201.0,Aarav Sharma,books,92.0,delivered,completed,60.0,Female,4.0,,Gold,India
1202.0,Daniel Brown,,148.0,shipped,completed,,Female,2.0,East,Platinum,Canada
,,books,106.0,delivered,completed,30.0,Female,4.0,East,Gold,
1204.0,David Davis,electronics,,delivered,completed,30.0,Male,1.0,North,Platinum,UK
1205.0,Daniel Smith,appliances,201.0,cancelled,completed,56.0,Male,4.0,West,Gold,Spain
1206.0,Jennifer Miller,,144.0,shipped,completed,63.0,Male,1.0,North,Gold,Brazil
1207.0,John Johnson,appliances,86.0,shipped,completed,51.0,Female,4.0,South,,Mexico
1208.0,,appliances,25.0,delivered,completed,20.0,Female,3.0,,Gold,Canada
1209.0,,clothing,144.0,delivered,completed,49.0,Female,2.0,East,Silver,Australia
1210.0,Sarah Williams,electronics,72.0,delivered,completed,21.0,Male,2.0,South,Silver,France
1211.0,Vidya Patel,books,85.0,delivered,completed,57.0,Male,4.0,West,Silver,India
1212.0,,books,101.0,pending,completed,18.0,Female,2.0,South,Gold,France
1213.0,,electronics,106.0,,completed,26.0,Female,3.0,South,Silver,UK
1214.0,Vivaan Kumar,books,21.0,pending,completed,,Female,1.0,East,Silver,India
1215.0,,books,223.0,delivered,pending,67.0,Female,3.0,North,Gold,Australia
1216.0,Emily Miller,electronics,169.0,delivered,completed,24.0,Female,3.0,East,Gold,Brazil
1217.0,Daniel Brown,appliances,122.0,cancelled,pending,44.0,Female,1.0,East,Platinum,
1218.0,,electronics,,delivered,,20.0,,2.0,North,Platinum,Mexico
1219.0,,appliances,231.0,delivered,completed,39.0,Female,1.0,North,Gold,Australia
1220.0,John Jones,books,84.0,delivered,completed,33.0,Male,1.0,East,Silver,
1221.0,Michael Brown,books,228.0,,,25.0,Male,1.0,West,Gold,UK
1222.0,Jennifer Jones,books,270.0,delivered,completed,22.0,Female,2.0,North,Gold,Russia
,Daniel Davis,clothing,136.0,delivered,completed,66.0,Male,1.0,West,Platinum,Germany
1224.0,Jennifer Smith,appliances,135.0,delivered,completed,47.0,,3.0,East,Platinum,Germany
1225.0,Aarav Patel,clothing,256.0,shipped,completed,45.0,Female,,North,,India
1226.0,John Miller,clothing,124.0,delivered,completed,68.0,Female,1.0,East,Silver,China
1227.0,Jennifer Davis,electronics,278.0,,completed,,,,North,,USA
1228.0,Jennifer Miller,clothing,65.0,delivered,completed,67.0,Male,4.0,South,Gold,South Africa
1229.0,Jessica Davis,electronics,,delivered,cancelled,39.0,Male,3.0,North,Platinum,USA
1230.0,Daniel Brown,electronics,43.0,delivered,cancelled,47.0,Female,2.0,East,Silver,Russia
1231.0,Sarah Williams,clothing,54.0,,completed,54.0,Male,4.0,North,Platinum,South Korea
1232.0,Emily Williams,,43.0,delivered,completed,24.0,Female,3.0,North,Silver,Germany
,Sarah Smith,appliances,47.0,shipped,completed,67.0,Female,4.0,East,Gold,Japan
1234.0,Emily Johnson,appliances,35.0,cancelled,completed,47.0,Female,4.0,North,Gold,Russia
1235.0,John Garcia,appliances,78.0,shipped,completed,30.0,Female,2.0,South,Silver,USA
1236.0,Emily Brown,appliances,262.0,delivered,completed,39.0,Female,2.0,,Silver,UK
,John Johnson,clothing,226.0,delivered,cancelled,28.0,Male,4.0,West,,Russia
1238.0,David Garcia,clothing,290.0,cancelled,pending,22.0,Male,,,Silver,Australia
1239.0,Vivaan Singh,books,268.0,delivered,,39.0,,2.0,South,Gold,
,Daniel Williams,,286.0,shipped,,32.0,Female,2.0,West,Silver,
1241.0,Michael Smith,clothing,212.0,delivered,pending,56.0,Female,3.0,South,Platinum,USA
1242.0,Michael Johnson,books,237.0,delivered,pending,54.0,Male,,North,Silver,Brazil
1243.0,Emily Davis,appliances,,pending,completed,48.0,Male,,West,Platinum,USA
1244.0,Jessica Miller,electronics,87.0,pending,completed,46.0,Female,4.0,West,,Canada
1245.0,,books,94.0,pending,completed,56.0,Female,3.0,West,Platinum,USA
1246.0,Jessica Johnson,clothing,122.0,cancelled,completed,34.0,,1.0,South,Platinum,Canada
1247.0,Aarav Singh,electronics,,delivered,completed,58.0,Female,4.0,North,Platinum,India
1248.0,Emily Williams,electronics,234.0,delivered,pending,23.0,Male,3.0,West,Platinum,China
1249.0,Jennifer Johnson,electronics,58.0,cancelled,completed,58.0,Male,1.0,South,Platinum,Canada
1250.0,Jennifer Williams,books,278.0,,completed,34.0,Female,,West,,
1251.0,Emily Miller,clothing,223.0,delivered,,51.0,Male,3.0,South,Silver,Japan
1252.0,Michael Davis,electronics,26.0,delivered,completed,40.0,Male,1.0,East,Platinum,Italy
,Daniel Miller,appliances,68.0,delivered,pending,69.0,Female,3.0,North,Platinum,South Africa
1254.0,Vivaan Kumar,electronics,45.0,delivered,completed,47.0,Male,3.0,West,Platinum,India
1255.0,Michael Jones,electronics,180.0,delivered,cancelled,30.0,Female,3.0,North,Silver,
1256.0,John Jones,books,195.0,shipped,,47.0,Male,3.0,West,Silver,South Korea
1257.0,Michael Smith,books,98.0,pending,completed,66.0,Female,,North,Gold,
,Aditi Sharma,clothing,21.0,delivered,completed,37.0,Female,2.0,East,Gold,India
1259.0,Daniel Jones,,151.0,delivered,completed,23.0,Male,3.0,North,Gold,France
1260.0,David Johnson,books,295.0,delivered,completed,48.0,Female,1.0,East,Silver,China
1261.0,Daniel Davis,electronics,136.0,delivered,pending,36.0,Female,3.0,West,Silver,Australia
1262.0,Vidya Kumar,clothing,183.0,delivered,,23.0,Female,4.0,North,,India
1263.0,Jennifer Miller,,47.0,delivered,completed,51.0,Female,4.0,South,Silver,Brazil
1264.0,Jessica Miller,electronics,20.0,delivered,completed,45.0,Male,2.0,West,Platinum,
1265.0,Daniel Davis,books,207.0,delivered,completed,30.0,Female,,East,Gold,China
1266.0,Daniel Jones,clothing,75.0,delivered,completed,69.0,Male,,East,Gold,France
1267.0,John Williams,,54.0,delivered,,27.0,Male,1.0,East,Gold,Mexico
1268.0,Vivaan Patel,appliances,131.0,delivered,completed,58.0,Male,4.0,West,Platinum,India
1269.0,Emily Williams,books,55.0,delivered,cancelled,,Female,1.0,West,Platinum,Mexico
1270.0,David Williams,books,236.0,delivered,,24.0,Male,3.0,North,Gold,China
1271.0,Jessica Williams,clothing,,cancelled,completed,35.0,,,South,Platinum,Japan
,John Smith,appliances,,delivered,,39.0,Female,4.0,East,Silver,China
1273.0,John Williams,,84.0,shipped,completed,31.0,Female,2.0,East,Platinum,France
1274.0,Michael Davis,appliances,147.0,delivered,completed,53.0,Male,4.0,North,Gold,Spain
1275.0,Jessica Miller,electronics,41.0,shipped,completed,25.0,Female,4.0,North,Gold,Italy
1276.0,Daniel Brown,appliances,235.0,delivered,completed,29.0,,2.0,South,Platinum,Australia
1277.0,Daniel Miller,electronics,126.0,pending,completed,57.0,Female,3.0,East,Silver,UK
1278.0,Sarah Smith,clothing,128.0,,completed,65.0,Female,3.0,West,Silver,Australia
1279.0,Jessica Davis,electronics,200.0,pending,completed,50.0,Male,4.0,West,,Brazil
1280.0,Michael Jones,clothing,183.0,delivered,completed,,Female,1.0,West,Gold,France
1281.0,Jennifer Miller,appliances,87.0,delivered,cancelled,59.0,Female,4.0,East,Platinum,Japan
,Michael Miller,appliances,199.0,pending,,56.0,Male,3.0,West,Silver,
1283.0,John Smith,clothing,200.0,delivered,completed,31.0,Male,1.0,East,Platinum,South Korea
1284.0,John Garcia,books,188.0,cancelled,pending,66.0,Male,2.0,West,,Australia
1285.0,David Johnson,clothing,41.0,delivered,completed,68.0,Male,,East,Platinum,Brazil
1286.0,Emily Garcia,books,85.0,delivered,completed,,Male,2.0,East,Gold,South Korea
1287.0,Michael Brown,electronics,40.0,pending,pending,36.0,Female,3.0,West,Gold,South Korea
1288.0,David Williams,electronics,119.0,delivered,,20.0,Female,3.0,West,Platinum,Canada
1289.0,Sarah Smith,electronics,122.0,delivered,completed,18.0,Male,1.0,South,Platinum,USA
1290.0,Jessica Davis,appliances,66.0,pending,completed,57.0,Male,,,Gold,
1291.0,Daniel Miller,electronics,58.0,pending,completed,58.0,Female,4.0,North,Silver,Brazil
,Daniel Davis,books,109.0,cancelled,completed,54.0,Male,2.0,East,Silver,
1293.0,David Jones,electronics,104.0,delivered,completed,50.0,Female,3.0,West,Gold,USA
,Michael Jones,clothing,292.0,delivered,completed,66.0,Male,4.0,East,Platinum,
1295.0,Sarah Garcia,clothing,207.0,delivered,completed,63.0,Female,2.0,East,Gold,Brazil
1296.0,John Miller,appliances,178.0,delivered,completed,34.0,Female,4.0,East,Silver,Italy
,Vidya Patel,clothing,262.0,pending,,,Male,,East,Gold,India
1298.0,Emily Johnson,books,92.0,delivered,completed,48.0,Male,4.0,South,Gold,Italy
1299.0,Emily Miller,electronics,68.0,,completed,52.0,Female,2.0,North,Gold,
1300.0,,appliances,120.0,,completed,20.0,,2.0,South,Silver,UK
1301.0,Jennifer Brown,electronics,21.0,pending,completed,30.0,Male,,North,Silver,Canada
,,electronics,,cancelled,completed,69.0,Male,3.0,North,,Australia
1303.0,Emily Miller,books,195.0,delivered,completed,54.0,Female,1.0,North,Platinum,UK
1304.0,John Smith,clothing,257.0,delivered,completed,55.0,Female,4.0,West,Silver,Australia
1305.0,Sarah Brown,clothing,78.0,pending,completed,31.0,Female,,East,Silver,Russia
1306.0,,electronics,118.0,delivered,cancelled,23.0,Male,2.0,South,Gold,France
1307.0,,appliances,21.0,delivered,completed,46.0,Male,1.0,North,Platinum,South Korea
1308.0,John Smith,clothing,262.0,delivered,completed,66.0,Male,2.0,West,Platinum,South Africa
1309.0,Emily Garcia,appliances,230.0,,,26.0,,2.0,North,Gold,Brazil
1310.0,,clothing,142.0,delivered,completed,53.0,Male,3.0,West,Platinum,
1311.0,,appliances,248.0,shipped,completed,40.0,Female,1.0,West,Silver,France
1312.0,Jennifer Brown,books,101.0,delivered,completed,32.0,Female,2.0,East,Silver,Germany
